table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
"fps","tblpurchase",4,"amount","money","NO","0"
"fps","tblpurchase",5,"fpsyear","integer","NO",""
"fps","tblsettings",1,"id","character varying","NO",""
"fps","tblsettings",2,"setting","character varying","YES",""
"fps","tblsettings",3,"notes","text","YES",""
"fps","tblsettings",4,"fpsyear","integer","NO",""
"fps","tblsettings",5,"updated_by","character varying","YES",""
"fps","tblsettings",6,"updated_at","timestamp with time zone","NO","now()"
"fps","tblstaffjob",1,"staffid","USER-DEFINED","NO",""
"fps","tblstaffjob",2,"jobcode","USER-DEFINED","NO",""
"fps","tblstaffjob",3,"plannedhours","double precision","NO","0"
"fps","tblstaffjob",4,"fpsyear","integer","NO",""
"fps","tblstagingmonthlyTime",1,"pactstaffid","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",2,"timecode","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",3,"parentproject","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",4,"month","double precision","YES",""
"fps","tblstagingmonthlyTime",5,"workgroup","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",6,"hours","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",7,"failurecomments","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",8,"passed","boolean","YES",""
"fps","tblstagingmonthlyTime",9,"pactid","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",10,"newworkgroup","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",11,"oldtestcode","USER-DEFINED","YES",""
"fps","tblstagingmonthlyTime",12,"name","USER-DEFINED","YES",""
"fps","tblstagingmonthlyoutput",1,"testcode","USER-DEFINED","NO",""
"fps","tblstagingmonthlyoutput",2,"buyer","USER-DEFINED","NO",""
"fps","tblstagingmonthlyoutput",3,"month","double precision","NO",""
"fps","tblstagingmonthlyoutput",4,"workgroup","USER-DEFINED","NO",""
"fps","tblstagingmonthlyoutput",5,"volume","double precision","YES",""
"fps","tblstagingmonthlyoutput",6,"failurecomments","USER-DEFINED","YES",""
"fps","tblstagingmonthlyoutput",7,"passed","boolean","YES",""
"fps","tblstagingpurchaselocal",1,"workgroup","USER-DEFINED","YES",""
"fps","tblstagingpurchaselocal",2,"account","USER-DEFINED","YES",""
"fps","tblstagingpurchaselocal",3,"itemdescription","character varying","YES",""
"fps","tblstagingpurchaselocal",4,"amount","money","YES",""
"fps","tblstatus",1,"status","USER-DEFINED","NO",""
"fps","tblsurvff_fees",1,"pactcode","character varying","NO",""
"fps","tblsurvff_fees",2,"owning_vic","character varying","NO",""
"fps","tblsurvff_fees",3,"received","timestamp without time zone","YES",""
"fps","tblsurvff_fees",4,"contract","character varying","NO",""
"fps","tblsurvff_fees",5,"record_id","character varying","NO",""
"fps","tblsurvff_fees",6,"volume","double precision","YES",""
"fps","tblsurvff_fees",7,"totalfee","money","YES",""
"fps","tblsurvff_fees",8,"fpsyear","integer","NO",""
"fps","tblsurvff_submissions",1,"sd_pact_wg","character varying","NO",""
"fps","tblsurvff_submissions",2,"contract","character varying","NO",""
"fps","tblsurvff_submissions",3,"countofjobname","integer","YES",""
"fps","tblsurvff_submissions",4,"fpsyear","integer","NO",""
"fps","tbltestrccost",1,"testcode","USER-DEFINED","NO",""
"fps","tbltestrccost",2,"profitcentre","USER-DEFINED","NO",""
"fps","tbltestrccost",3,"price","money","NO","0"
"fps","tbltestrccost",4,"fpsyear","integer","NO",""
"fps","tbltestreqbaseline",1,"program","character varying","NO",""
"fps","tbltestreqbaseline",2,"testcode","character varying","NO",""
"fps","tbltestreqbaseline",3,"buyer","character varying","NO",""
"fps","tbltestreqbaseline",4,"norequired","integer","YES",""
"fps","tbltestreqbaseline",5,"unitprice","money","YES",""
"fps","tbltestreqbaseline",6,"fpsyear","integer","NO",""
"fps","tbltestrequirementrccost",1,"testcode","USER-DEFINED","NO",""
"fps","tbltestrequirementrccost",2,"buyer","USER-DEFINED","NO",""
"fps","tbltestrequirementrccost",3,"profitcentre","USER-DEFINED","NO",""
"fps","tbltestrequirementrccost",4,"price","money","NO",""
"fps","tbltestrequirementrccost",5,"fpsyear","integer","NO",""
"fps","tbltestreqwg",1,"testcode","character varying","NO",""
"fps","tbltestreqwg",2,"buyer","character varying","NO",""
"fps","tbltestreqwg",3,"workgroup","character varying","NO",""
"fps","tbltestreqwg",4,"amount","integer","YES","0"
"fps","tbltestreqwg",5,"fpsyear","integer","NO",""
"fps","tbltotalbusinessoverheads",1,"totalbusinessoverheads","money","YES",""
"fps","tbltotalbusinessoverheads",2,"fpsyear","integer","NO",""
"fps","tbluser_category",1,"user_id","integer","NO",""
"fps","tbluser_category",2,"category","character varying","NO",""
"fps","tbluser_category",3,"fpsyear","integer","NO",""
"fps","tbluser_profitcentre",1,"profitcentre","character varying","NO",""
"fps","tbluser_profitcentre",2,"user_id","integer","NO",""
"fps","tbluser_profitcentre",3,"fpsyear","integer","NO",""
"fps","tbluser_program",1,"user_id","integer","NO",""
"fps","tbluser_program",2,"programno","character varying","NO",""
"fps","tbluser_program",3,"fpsyear","integer","NO",""
"fps","tbluser_projectgroup",1,"user_id","integer","NO",""
"fps","tbluser_projectgroup",2,"projectgroup","character varying","NO",""
"fps","tbluser_projectgroup",3,"fpsyear","integer","NO",""
"fps","tbluser_testowner",1,"user_id","integer","NO",""
"fps","tbluser_testowner",2,"test_owner","character varying","NO",""
"fps","tbluser_testowner",3,"fpsyear","integer","NO",""
"fps","tbluser_workgroup",1,"workgroup","character varying","NO",""
"fps","tbluser_workgroup",2,"user_id","integer","NO",""
"fps","tblusers",1,"user_id","integer","NO","nextval('fps.tblusers_user_id_seq'::regclass)"
"fps","tblusers",2,"username","character varying","YES",""
"fps","tblusers",3,"agencyid","integer","YES",""
"fps","tblusers",4,"frmwarning","boolean","NO","false"
"fps","tblusers",5,"comments","character varying","YES",""
"fps","tblusers",6,"dt2username","character varying","YES",""
"fps","tblusers",7,"useremail","character varying","YES",""
"fps","tblwgemployee",1,"pactid","USER-DEFINED","NO",""
"fps","tblwgemployee",2,"spnumber","USER-DEFINED","NO",""
"fps","tblwgemployee",3,"workgroupgrade","USER-DEFINED","NO",""
"fps","tblwgemployee",4,"personstatus","character varying","NO","'A'::character varying"
"fps","tblwgemployee",5,"personclass","character varying","YES",""
"fps","tblwgemployee",6,"hrspaid","double precision","NO",""
"fps","tblwgemployee",7,"leave","double precision","NO",""
"fps","tblwgemployee",8,"sickspecial","double precision","NO",""
"fps","tblwgemployee",9,"hrsavail","double precision","NO",""
"fps","tblwgemployee",10,"makeavailable","integer","NO","'-1'::integer"
"fps","tblwgemployee",11,"timerecorder","integer","NO","0"
"fps","tblwgemployee",12,"startdate","date","YES",""
"fps","tblwgemployee",13,"enddate","date","YES",""
"fps","tblwgemployee",14,"hoursperweek","double precision","YES",""
"fps","tblwgemployee",15,"fpsyear","integer","NO",""
"fps","tblyearmaster",1,"fpsyear","integer","NO",""
"fps","tblyearmaster",2,"fpsyearcode","character varying","NO",""
"fps","tblyearmaster",3,"yearstatus","character varying","NO",""
"fps","tblyearmaster",4,"remarks","text","YES",""
"fps","tblyearmaster",5,"active","boolean","NO","true"
"fps","tblyearmaster",6,"createdon","timestamp with time zone","NO","now()"
"fps","tblyearmaster",7,"createdby","character varying","YES",""
"fps","testorproduct",1,"itemcode","USER-DEFINED","NO",""
"fps","testorproduct",2,"itemdescription","character varying","YES",""
"fps","testorproduct",3,"testmanager","character varying","YES",""
"fps","testorproduct",4,"jobstatus","character varying","YES",""
"fps","testorproduct",5,"unitpricevla","money","YES","0"
"fps","testorproduct",6,"priceahvg","money","YES",""
"fps","testorproduct",7,"owner","character varying","YES",""
"fps","testorproduct",8,"chargemethod","character varying","YES",""
"fps","testorproduct",9,"shortdescription","character","YES",""
"fps","testorproduct",10,"defraunitprice","money","NO","0"
"fps","testorproduct",11,"fpsyear","integer","NO",""
"fps","testreq_log",1,"sequenceno","integer","NO","nextval('fps.testreq_log_sequenceno_seq'::regclass)"
"fps","testreq_log",2,"testcode","character varying","YES",""
"fps","testreq_log",3,"buyer","character varying","YES",""
"fps","testreq_log",4,"unitprice","double precision","YES",""
"fps","testreq_log",5,"norequired","integer","YES",""
"fps","testreq_log",6,"projectbuyercode","character varying","YES",""
"fps","testreq_log",7,"testbuyercode","character varying","YES",""
"fps","testreq_log",8,"active","smallint","YES",""
"fps","testreq_log",9,"date_time","timestamp without time zone","YES",""
"fps","testreq_log",10,"user_id","character varying","YES",""
"fps","testreq_log",11,"insert_delete","character","YES",""
"fps","testreq_log",12,"jobcode","character varying","YES",""
"fps","testreq_log",13,"fpsyear","integer","NO",""
"fps","timecodevalid",1,"timecode","USER-DEFINED","NO",""
"fps","timecodevalid",2,"workgroup","USER-DEFINED","NO",""
"fps","timecodevalid",3,"parentproject","USER-DEFINED","NO",""
"fps","timecodevalid",4,"testcode","character varying","YES",""
"fps","timecodevalid",5,"jobcode","character varying","YES",""
"fps","timecodevalid",6,"portfolio","character varying","YES",""
"fps","timecodevalid",7,"active","boolean","NO",""
"fps","timecodevalid",8,"fpsyear","integer","NO",""
"fps","timecostcalcs",1,"workgroup","character varying","NO",""
"fps","timecostcalcs",2,"jobcode","character varying","NO",""
"fps","timecostcalcs",3,"project","character varying","NO",""
"fps","timecostcalcs",4,"month","double precision","NO",""
"fps","timecostcalcs",5,"staffid","character varying","NO",""
"fps","timecostcalcs",6,"gradecode","character varying","YES",""
"fps","timecostcalcs",7,"name","character varying","YES",""
"fps","timecostcalcs",8,"chargerate","money","YES",""
"fps","timecostcalcs",9,"class","character varying","YES",""
"fps","timecostcalcs",10,"time","double precision","YES",""
"fps","timecostcalcs",11,"cost","double precision","YES",""
"fps","timecostcalcs",12,"division","character varying","YES",""
"fps","timecostcalcs",13,"jobcodeold","character varying","YES",""
"fps","timecostcalcs",14,"pay","money","YES",""
"fps","timecostcalcs",15,"nonpay","money","YES",""
"fps","timecostcalcs",16,"overhead","money","YES",""
"fps","timecostcalcs",17,"fpsyear","integer","NO",""
"fps","tlkpaccountcode",1,"code","USER-DEFINED","NO",""
"fps","tlkpaccountcode",2,"description","character varying","NO",""
"fps","tlkpagency",1,"agencyid","integer","NO","nextval('fps.tlkpagency_agencyid_seq'::regclass)"
"fps","tlkpagency",2,"agencyname","character varying","NO",""
"fps","tlkpcustomer",1,"customer","USER-DEFINED","NO",""
"fps","tlkpdivision",1,"divisionid","integer","YES",""
"fps","tlkpdivision",2,"agencyid","integer","NO",""
"fps","tlkpdivision",3,"divname","USER-DEFINED","NO",""
"fps","tlkpdivision",4,"centoverhead","money","YES","0"
"fps","tlkpjobcode",1,"jobcode","character varying","NO",""
"fps","tlkpjobcode",2,"parentproject","USER-DEFINED","YES",""
"fps","tlkpjobcode",3,"jobcodeworkgroup","character varying","YES",""
"fps","tlkpjobcode",4,"newprog","character varying","YES",""
"fps","tlkpjobcode",5,"type","character varying","YES",""
"fps","tlkpjobcode",6,"jobcodename","character varying","YES",""
"fps","tlkpjobcode",7,"fpsyear","integer","NO",""
"fps","tlkpmanager",1,"manager","character varying","NO",""
"fps","tlkpmanager",2,"title","character varying","YES",""
"fps","tlkpmanager",3,"workgroup","character varying","NO",""
"fps","tlkpmanager",4,"gradecode","character varying","NO",""
"fps","tlkpmanager",5,"fpsyear","integer","NO",""
"fps","tlkpmonth",1,"monthnumber","smallint","YES",""
"fps","tlkpmonth",2,"monthname","character varying","YES",""
"fps","tlkpmonth",3,"accntsperiod","smallint","YES",""
"fps","tlkpmonth",4,"fquarter","smallint","YES",""
"fps","tlkpmonthhours",1,"year","smallint","NO",""
"fps","tlkpmonthhours",2,"month","smallint","NO",""
"fps","tlkpmonthhours",3,"days","numeric","YES",""
"fps","tlkpmonthhours",4,"cvlhours","numeric","YES",""
"fps","tlkpmonthhours",5,"vidhours","numeric","YES",""
"fps","tlkpmonthhours",6,"fmonth","smallint","YES",""
"fps","tlkpmonthhours",7,"fpsyear","integer","NO",""
"fps","tlkpprogram",1,"programno","USER-DEFINED","NO",""
"fps","tlkpprogram",2,"programname","character varying","YES",""
"fps","tlkpprogram",3,"directorate","character varying","YES",""
"fps","tlkpprogram",4,"minim","character varying","YES",""
"fps","tlkpprogram",5,"sector_name","character varying","YES","'Charge'::character varying"
"fps","tlkpprogram",6,"customer","character varying","YES",""
"fps","tlkpprogram",7,"target","money","YES","0"
"fps","tlkpprogram",8,"manager","character varying","YES",""
"fps","tlkpprogram",9,"fpsyear","integer","NO",""
"fps","tlkpproject",1,"parentproject","USER-DEFINED","NO",""
"fps","tlkpproject",2,"projecttitle","character varying","NO",""
"fps","tlkpproject",3,"program","USER-DEFINED","NO",""
"fps","tlkpproject",4,"customer","USER-DEFINED","NO",""
"fps","tlkpproject",5,"manager","character varying","YES",""
"fps","tlkpproject",6,"transferincome","money","NO",""
"fps","tlkpproject",7,"custincome","money","NO",""
"fps","tlkpproject",8,"wip_eoy","money","YES","0"
"fps","tlkpproject",9,"wip_limit","money","YES",""
"fps","tlkpproject",10,"wip_current","money","YES",""
"fps","tlkpproject",11,"projectstatus","USER-DEFINED","NO",""
"fps","tlkpproject",12,"costbookno","character varying","YES",""
"fps","tlkpproject",13,"datecreated","timestamp without time zone","YES","CURRENT_TIMESTAMP"
"fps","tlkpproject",14,"feccost","money","YES","0"
"fps","tlkpproject",15,"profit","money","YES","0"
"fps","tlkpproject",16,"budget_cvl","money","YES","0"
"fps","tlkpproject",17,"datecosted","timestamp without time zone","YES",""
"fps","tlkpproject",18,"disease","USER-DEFINED","NO",""
"fps","tlkpproject",19,"contract","USER-DEFINED","NO","0"
"fps","tlkpproject",20,"projectparent","character varying","YES",""
"fps","tlkpproject",21,"shorttitle","character varying","YES",""
"fps","tlkpproject",22,"caseworksub","numeric","YES",""
"fps","tlkpproject",23,"pvsincome","money","YES",""
"fps","tlkpproject",24,"plancaseworkdebit","money","YES",""
"fps","tlkpproject",25,"finished","smallint","YES","0"
"fps","tlkpproject",26,"owningrc","character varying","YES",""
"fps","tlkpproject",27,"comments","text","YES",""
"fps","tlkpproject",28,"carryover","money","YES",""
"fps","tlkpproject",29,"carryoverseed","money","YES",""
"fps","tlkpproject",30,"isdefraproject","smallint","NO",""
"fps","tlkpproject",31,"costcentre","double precision","YES",""
"fps","tlkpproject",32,"oracleprojectcode","character varying","YES",""
"fps","tlkpproject",33,"subaccountcode","USER-DEFINED","YES",""
"fps","tlkpproject",34,"projectgroup","USER-DEFINED","YES",""
"fps","tlkpproject",35,"incomeaccountcode","USER-DEFINED","NO",""
"fps","tlkpproject",36,"fpsyear","integer","NO",""
"fps","tlkpprojectgroup",1,"projectgroup","USER-DEFINED","NO",""
"fps","tlkpprojectgroup",2,"fpsyear","integer","NO",""
"fps","tlkpsubaccount",1,"subaccountcode","USER-DEFINED","NO",""
"fps","tlkpsubaccount",2,"subaccount","character varying","YES",""
"fps","tlkptestcapability",1,"testcode","USER-DEFINED","NO",""
"fps","tlkptestcapability",2,"workgroup","USER-DEFINED","NO",""
